comb,f1-0.0,f1-1.0,f1-2.0,f1-3.0,macro.0,best_score_.,hyper.0,f1-0.1,f1-1.1,f1-2.1,f1-3.1,macro.1,best_score_.,hyper.1,f1-0.2,f1-1.2,f1-2.2,f1-3.2,macro.2,best_score_.,hyper.2,f1-0.3,f1-1.3,f1-2.3,f1-3.3,macro.3,best_score_.,hyper.3,f1-0.4,f1-1.4,f1-2.4,f1-3.4,macro.4,best_score_.,hyper.4,f1-0.5,f1-1.5,f1-2.5,f1-3.5,macro.5,best_score_.,hyper.5,f1-0.6,f1-1.6,f1-2.6,f1-3.6,macro.6,best_score_.,hyper.6,f1-0.7,f1-1.7,f1-2.7,f1-3.7,macro.7,best_score_.,hyper.7,f1-0.8,f1-1.8,f1-2.8,f1-3.8,macro.8,best_score_.,hyper.8
30_15_4,0.9267222465993857,0.9293943870014771,0.6153846153846153,0.6209150326797386,0.7731040704163042,0.5872235403019119,{},0.8823194997157475,0.8874856486796784,0.4747081712062257,0.554140127388535,0.6996633617475467,0.6339441553587386,{},0.6833013435700576,0.47299270072992694,0.2888888888888889,0.5187165775401069,0.4909748776822451,0.641687910085816,{},0.6345797852647168,0.25901639344262295,0.5266272189349113,0.6041189931350114,0.5060855976943156,0.643424475518977,{},0.0,0.6627255756067205,0.6145833333333334,0.5824175824175823,0.4649316228394091,0.7076927003102262,{},0.9549150036954914,0.9386828160484482,0.5045045045045046,0.4716981132075472,0.7174501093639979,0.6372581909145411,{},0.9308047155304972,0.8987090367428003,0.3257918552036199,0.308641975308642,0.6159868956963899,0.6545751835777959,{},0.9290274126924523,0.8926014319809068,0.5932203389830508,0.5403726708074534,0.7388054636159658,0.6303406104934045,{},0.7232704402515723,0.8702702702702704,0.5384615384615384,0.6551724137931034,0.6967936656941212,0.6481344511134618,{}
10_5_1,0.907865168539326,0.9163591635916359,0.5471698113207547,0.5315614617940199,0.7257389013114341,0.5454766854049413,{},0.8707403055229141,0.880722891566265,0.4468864468864469,0.48421052631578954,0.6706400425728539,0.5950925044187573,{},0.6822742474916388,0.49175412293853066,0.2666666666666667,0.4250681198910082,0.4664407892469611,0.6074766686519285,{},0.6132430398796088,0.2115219260533104,0.44776119402985076,0.4371584699453552,0.4274211574770313,0.6107780133354085,{},0.004132231404958678,0.6627981947130883,0.6129032258064515,0.5432098765432098,0.45576088211692706,0.6669909112969593,{},0.9455370650529501,0.9338582677165354,0.494949494949495,0.4752475247524753,0.7123980881178639,0.5927771347243104,{},0.8290952099349498,0.8336466165413533,0.4210526315789474,0.3885714285714285,0.6180914716566697,0.6080136410810351,{},0.8896741264232431,0.8603351955307262,0.5337423312883436,0.34113712374581934,0.656222194247033,0.5948375716283433,{},0.6577181208053691,0.861878453038674,0.6666666666666666,0.5238095238095238,0.6775181910800584,0.6092672082390733,{}
5_3_2,0.8916422617706691,0.9052016004924591,0.534375,0.5430894308943089,0.7185770732893593,0.5135597072801255,{},0.8596338273757629,0.8594741613780598,0.424015009380863,0.40574506283662476,0.6372170152428276,0.5785833521931533,{},0.6842456608811749,0.4891871737509321,0.2656826568265683,0.42212518195050946,0.46531016835229616,0.5967048430409495,{},0.6060606060606061,0.15576323987538943,0.4374057315233786,0.4833997343957503,0.4206573279637811,0.5965566359599263,{},0.002059732234809475,0.6630048465266559,0.5138539042821159,0.48208469055374586,0.4152507933993318,0.6450451334721697,{},0.9384208537967511,0.9233201581027668,0.3881401617250674,0.43577981651376146,0.6714152475345867,0.5818281923059081,{},0.8051001821493623,0.8215113583681039,0.3252032520325203,0.3887468030690537,0.58514039890476,0.5918784168819639,{},0.8731446665347319,0.8530887696833362,0.5023255813953488,0.34285714285714286,0.6428540401176399,0.5860769329267929,{},0.6404109589041095,0.858122001370802,0.6728971962616823,0.5918367346938775,0.6908167228076179,0.5916124493124774,{}
60_30_8,0.9466165413533834,0.9411764705882353,0.6228710462287105,0.6089385474860335,0.7799006514140907,0.5824928934578173,{},0.871421639980592,0.8782178217821782,0.46875,0.4786324786324786,0.6742554850988123,0.6457603706484627,{},0.6764705882352943,0.46213093709884473,0.31927710843373497,0.4496487119437939,0.476881836427917,0.6539496226864201,{},0.6628914057295137,0.42811906269791017,0.5584725536992841,0.6041666666666666,0.5634124221983436,0.6459454492056107,{},0.0,0.6624102154828411,0.6431718061674009,0.6368159203980099,0.48559948551206294,0.7164756677150628,{},0.961977186311787,0.9507772020725388,0.5361702127659576,0.5278810408921933,0.7442014105106192,0.64478713695151,{},0.9447368421052631,0.9111772205694857,0.43137254901960786,0.358695652173913,0.6614955659670674,0.6571295575330264,{},0.9271099744245523,0.9002949852507374,0.631578947368421,0.47894736842105257,0.7344828188661908,0.6460017509148956,{},0.7427055702917772,0.8826291079812205,0.6363636363636364,0.6268656716417911,0.7221409965696063,0.6605429251868143,{}
60_90_0,0.948170731707317,0.9384775808133472,0.6181818181818182,0.691358024691358,0.7990470388484601,0.530942709645947,{},0.8717948717948717,0.8762677484787019,0.4444444444444444,0.5454545454545454,0.6844904025431409,0.5979109338574132,{},0.662280701754386,0.42622950819672134,0.09230769230769231,0.4833333333333333,0.4160378088980333,0.6414117998631073,{},0.64524765729585,0.3905013192612137,0.26865671641791045,0.6620689655172414,0.4916186646230538,0.6242487234682551,{},0.0,0.6545064377682404,0.4888888888888888,0.3902439024390244,0.3834098072740384,0.7026266466883765,{},0.9639175257731959,0.9322493224932249,0.65625,0.6153846153846154,0.791950365912759,0.6142850061302121,{},0.8947368421052633,0.8601036269430051,0.23255813953488377,0.2325581395348837,0.554989187029509,0.6373907110921047,{},0.9367741935483871,0.9171668667466987,0.5833333333333334,0.5476190476190476,0.7462233603118666,0.5983806024346942,{},0.7446808510638298,0.8516746411483254,0.42857142857142855,0.5333333333333333,0.6395650635292291,0.6361184427414679,{}
5_5_4,0.9114783789902648,0.9204141554628341,0.6002886002886003,0.642504118616145,0.7686713133394611,0.5090041524550971,{},0.8638743455497382,0.8638014527845036,0.5103969754253309,0.48495575221238946,0.6807571314929906,0.5997801487068108,{},0.689608636977058,0.4658573596358118,0.18556701030927836,0.4855345911949686,0.4566418995292792,0.6216761419205025,{},0.6030150753768845,0.13585245164192533,0.2954954954954955,0.5614430665163472,0.39895152225766317,0.6308234386840244,{},0.0020607934054611026,0.6598738476467735,0.5221238938053098,0.32031249999999994,0.3760927587143861,0.6800088246699817,{},0.9389312977099237,0.9160728424386382,0.5078534031413612,0.5265486725663717,0.7223515539640737,0.5949938158613213,{},0.8395423877970081,0.8361124344926155,0.3811881188118812,0.43059490084985835,0.6218594604878408,0.6120781023944546,{},0.8919449901768173,0.8662933146657332,0.6080476900149032,0.4553119730185498,0.7053994919690009,0.5888176527948071,{},0.6360544217687075,0.8514167242570837,0.6238532110091742,0.62,0.6828310892587414,0.6087162215295605,{}
