comb,f1-0.0,f1-1.0,f1-2.0,f1-3.0,macro.0,best_score_.0,hyper.0,f1-0.1,f1-1.1,f1-2.1,f1-3.1,macro.1,best_score_.1,hyper.1,f1-0.2,f1-1.2,f1-2.2,f1-3.2,macro.2,best_score_.2,hyper.2,f1-0.3,f1-1.3,f1-2.3,f1-3.3,macro.3,best_score_.3,hyper.3,f1-0.4,f1-1.4,f1-2.4,f1-3.4,macro.4,best_score_.4,hyper.4,f1-0.5,f1-1.5,f1-2.5,f1-3.5,macro.5,best_score_.5,hyper.5,f1-0.6,f1-1.6,f1-2.6,f1-3.6,macro.6,best_score_.6,hyper.6,f1-0.7,f1-1.7,f1-2.7,f1-3.7,macro.7,best_score_.7,hyper.7,f1-0.8,f1-1.8,f1-2.8,f1-3.8,macro.8,best_score_.8,hyper.8
30_30_22,0.8665827564505979,0.8882149046793761,0.5578231292517007,0.6737739872068229,0.7465986943971243,0.5433506323023028,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.8185419968304279,0.7909509844993716,0.4910179640718564,0.3817663817663818,0.6205693317920095,0.5834753133135315,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.7093198992443327,0.5362673186634066,0.32795698924731187,0.36082474226804123,0.48359223735577317,0.5708439796611898,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.739159891598916,0.6940674680108568,0.5596707818930042,0.3295194508009153,0.5806043980759231,0.5745695293042988,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.07103825136612021,0.6618027771240291,0.5753424657534246,0.49504950495049505,0.45080824979851725,0.6273357249767207,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.9085037674919269,0.8837953091684435,0.5259259259259259,0.5714285714285714,0.7224133935037169,0.582529415074263,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.06721536351165981,0.6358296622613804,0.41000000000000003,0.28695652173913044,0.3500003868780427,0.6288738915333753,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.9089021541655853,0.85866802236909,0.41580041580041577,0.22727272727272727,0.6026608299019546,0.5229284633040221,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.481283422459893,0.8135904499540862,0.6352941176470589,0.3703703703703703,0.5751345901078521,0.5421273747658031,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 5}"
60_90_45,0.8585526315789475,0.8534728829686014,0.2142857142857143,0.5394736842105263,0.6164462282609473,0.4421649116642474,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.7709707822808671,0.7387755102040817,0.4755244755244755,0.3088235294117647,0.5735235743552973,0.5881529659445085,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.7246722288438617,0.5678119349005425,0.17777777777777778,0.1652892561983471,0.4088877994301323,0.4947367357463011,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.6752072343632254,0.5594989561586639,0.5603864734299517,0.3804347826086956,0.5438818616401342,0.5764891626365984,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.12460063897763578,0.6647365373480023,0.6417910447761195,0.5736434108527132,0.5011929079886177,0.6230918713470144,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.8952134540750323,0.8716645489199492,0.5346534653465346,0.6055045871559633,0.7267590138743698,0.574545738717617,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.09294871794871795,0.6414868105515588,0.3373493975903614,0.27184466019417475,0.33590739657120317,0.6201432816945506,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8794701986754966,0.8632478632478633,0.584158415841584,0.6106194690265487,0.7343739866978731,0.5607108617546537,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.4458598726114649,0.8173913043478261,0.5333333333333333,0.4705882352941177,0.5667931863966855,0.4975685606051826,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}"
60_30_0,0.8691258211217786,0.8967897825336555,0.5130111524163569,0.5672727272727272,0.7115498708361296,0.5357240770145287,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8225705329153605,0.8057065217391306,0.356020942408377,0.28318584070796465,0.5668709594427082,0.574420998204914,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.6950354609929078,0.5244072524407253,0.32786885245901637,0.3360655737704918,0.4708442849157853,0.5527620171194303,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.6950431034482758,0.6799999999999999,0.5346534653465347,0.4077669902912621,0.5793658897715181,0.5680880898244914,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.013729977116704806,0.6620437956204379,0.6190476190476191,0.6027397260273972,0.47439027945303974,0.5958052254743251,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 5}",0.9371816638370118,0.9030042918454936,0.4814814814814815,0.5935483870967742,0.7288039560651902,0.5559645653260316,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.024830699774266364,0.6385306760453302,0.3174603174603175,0.2953020134228188,0.3190309266756832,0.6194089760625092,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.8992119452509333,0.8501208702659145,0.3891050583657588,0.19444444444444445,0.5832205795817628,0.511052333780362,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.3835616438356164,0.7953890489913544,0.76,0.37837837837837834,0.5793322678013373,0.5294376973977167,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 5}"
10_5_4,0.8543823326432022,0.8837418484371486,0.5297569153394803,0.5813148788927336,0.7122989938281412,0.5836633378442379,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 15}",0.857349537037037,0.8629008531921153,0.37336244541484714,0.3851992409867172,0.6197030191576791,0.5704173936279955,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 15}",0.7101147028154328,0.5953892415636485,0.3819444444444445,0.41267262388302195,0.5250302531766369,0.5541046554532331,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 15}",0.7677700795483706,0.7899727237303545,0.5129342202512934,0.3349514563106796,0.6014071199601746,0.5496606650282904,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 15}",0.003056546102903719,0.6637025060630557,0.5734870317002881,0.5777126099706745,0.4544896734592305,0.6002886687520252,"{'metric': 'minkowski', 'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 15}",0.9514563106796117,0.9268478054341631,0.4161073825503355,0.46524822695035456,0.6899149314036161,0.5720255234245859,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 15}",0.01982210927573062,0.6388484277268444,0.4236983842010772,0.2792321116928447,0.34040025822412423,0.6143378976394536,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 15}",0.8745684695051783,0.8435064366406866,0.46481178396072015,0.28093023255813954,0.6159542306661812,0.5521781520337273,"{'metric': 'manhattan', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.5651376146788991,0.832494125545485,0.5851528384279476,0.5306122448979591,0.6283492058875727,0.5758757723624756,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 15}"
30_15_8,0.8732471817431949,0.8981742894786372,0.4804928131416838,0.5786407766990291,0.7076387652656363,0.5520998945505733,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.8528995756718528,0.8687082013375572,0.40117994100294985,0.3112244897959184,0.6085030519520696,0.5680712641680035,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.726419120785318,0.6126394052044609,0.31578947368421056,0.3213429256594724,0.4940477313333655,0.5570382299603707,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.680306905370844,0.5230142566191446,0.49003984063745026,0.2807017543859649,0.49351568925335093,0.5260912708757491,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 90}",0.008744534665833853,0.6626770396967884,0.5693430656934307,0.6358024691358025,0.4691417772979639,0.5882524505913067,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 45}",0.9302325581395349,0.9021636876763875,0.4668769716088328,0.4810996563573883,0.6950932184455358,0.5574514021983393,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.021000617665225447,0.6351408154686843,0.3535353535353535,0.19607843137254904,0.3014388045104531,0.5939978836052131,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 45}",0.8977635782747603,0.8482592511495511,0.4910179640718563,0.18316831683168316,0.6050522775819628,0.5311941068290889,"{'metric': 'minkowski', 'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.48598130841121495,0.813614262560778,0.5853658536585366,0.4222222222222222,0.5767959117131879,0.5751699427935945,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}"
60_30_15,0.8681842244573849,0.8951626217599472,0.5195876288659794,0.6447876447876448,0.731930529967739,0.5584360963144326,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.8009738283627511,0.791867677463818,0.29003021148036257,0.24944320712694878,0.5330787311084701,0.5244202439980811,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 90}",0.6999603646452635,0.551440329218107,0.3558282208588957,0.3054393305439331,0.47816706131654985,0.5605969423011102,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.3315649867374005,0.6810217437196538,0.5406427221172022,0.2874015748031496,0.46015775684435156,0.5437837963722989,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 5}",0.006876790830945559,0.6621695533272561,0.5536332179930795,0.6089552238805969,0.45790869650796956,0.5664278062093443,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 90}",0.9349213100808167,0.9040382110290924,0.4984615384615385,0.5427728613569321,0.7200484802320949,0.5754787387214086,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.12203023758099352,0.6448742746615087,0.3414634146341463,0.13270142180094788,0.31026733716939914,0.5977724720322403,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.8989429175475688,0.8716049382716049,0.45735027223230484,0.4230118443316413,0.6627274930957799,0.5677035754127346,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.43722943722943725,0.808351976137211,0.6666666666666666,0.6206896551724138,0.6332344338014322,0.5764842365739752,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}"
60_120_60,0.8044579533941236,0.8591549295774648,0.5323741007194245,0.6913580246913581,0.7218362520955927,0.5336313000962062,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8394736842105264,0.8574938574938574,0.19718309859154928,0.23157894736842102,0.5314323969160886,0.4578579514690704,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.7004754358161648,0.5445783132530121,0.18000000000000002,0.13636363636363635,0.3903543463582033,0.4658573046673649,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.2694300518134715,0.6599664991624791,0.432,0.1111111111111111,0.3681269155217654,0.4608673812385838,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.1891348088531187,0.6635294117647059,0.58,0.5333333333333332,0.49149938848778946,0.6064964837274347,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8492201039861351,0.8503401360544218,0.525,0.674698795180723,0.72481475880532,0.5703843075811413,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.37191650853889946,0.6736334405144695,0.13333333333333333,0.0,0.2947208205966756,0.4686898398768836,"{'metric': 'minkowski', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8683274021352312,0.8566775244299675,0.5,0.5652173913043478,0.6975555794673866,0.5598723133812539,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.546875,0.8417910447761193,0.41666666666666663,0.0,0.4513331778606965,0.4421545405821688,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}"
50_25_19,0.8708356089568542,0.8969119398882066,0.584493041749503,0.6269767441860465,0.7448043336951526,0.576007691268216,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.8373042886317222,0.8250991705733862,0.46505376344086025,0.38530066815144765,0.6281894726993541,0.5937213116086886,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.7271197138649274,0.6064329598843512,0.317016317016317,0.35937499999999994,0.5024859976913989,0.5831236359079329,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.7363304981773997,0.67390517553384,0.5289099526066351,0.3907407407407407,0.5824715917646539,0.5660309268378988,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 75}",0.010958904109589041,0.664713923061902,0.6231647634584013,0.5958904109589042,0.4736820003971991,0.6203835118407331,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.9384965831435079,0.9116835326586936,0.532488114104596,0.6036484245439468,0.7465791636126861,0.5839919409141997,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 5}",0.023543616057953513,0.6367703672874832,0.4163265306122449,0.2781954887218045,0.33870900066987153,0.6391451783034255,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.9037270577637654,0.8736438356164384,0.5052231718898386,0.4033930254476908,0.6714967726794333,0.5797939697176696,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.3602941176470588,0.7934908950019373,0.7329842931937174,0.4615384615384615,0.5870769418452938,0.5712944215167454,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}"
5_8_0,0.8407407407407408,0.859880239520958,0.24,0.37837837837837834,0.5797498396600193,0.46406448360639563,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.8141592920353982,0.8388625592417062,0.34615384615384615,0.2962962962962963,0.5738679984318117,0.4916772162174756,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.6852367688022284,0.5728643216080402,0.16666666666666666,0.46153846153846156,0.4715765546538492,0.502424313670267,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.7210626185958254,0.7402597402597403,0.38095238095238093,0.282051282051282,0.5310815054648071,0.49256154250129475,"{'metric': 'minkowski', 'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.07547169811320754,0.6472919418758256,0.3829787234042554,0.17142857142857146,0.319292733705465,0.5422974516258905,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.8783382789317506,0.8545454545454546,0.22727272727272727,0.37837837837837834,0.5846337097820777,0.5071227365964508,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.0830188679245283,0.6334716459197787,0.22222222222222218,0.12903225806451615,0.2669362485327613,0.4891259114618424,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 24}",0.864696734059098,0.8337874659400545,0.3611111111111111,0.16949152542372883,0.5572717091334981,0.48775012070941387,"{'metric': 'minkowski', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.4776119402985074,0.7891891891891891,0.3157894736842105,0.4444444444444444,0.5067587619040879,0.5261379744116894,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}"
5_5_1,0.8327338129496402,0.8696711327649208,0.40993788819875776,0.42105263157894735,0.6333488663730665,0.4766935957669653,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8348837209302324,0.8317757009345795,0.24074074074074076,0.3088235294117647,0.5540559230043294,0.5108005831619761,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.710562414266118,0.5751295336787564,0.2992125984251969,0.4133333333333334,0.49955946992585115,0.5007405357891426,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.7300094073377235,0.7385984427141269,0.4460431654676259,0.3270440251572327,0.5604237601691772,0.48466449055214067,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 15}",0.032128514056224904,0.6583769633507854,0.32989690721649484,0.30588235294117644,0.3315711843911704,0.5479866039949612,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 15}",0.9112781954887218,0.8956127080181542,0.2380952380952381,0.37209302325581395,0.6042697912144821,0.5090616371324385,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 15}",0.05964214711729623,0.6427090532135452,0.28571428571428575,0.21538461538461537,0.30086252535743563,0.5526423198587107,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8778625954198473,0.817618719889883,0.28776978417266186,0.10344827586206896,0.5216748438361153,0.4871104398744633,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 15}",0.5931034482758621,0.8438356164383563,0.5625000000000001,0.6,0.6498597661785547,0.513368299857207,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}"
50_100_0,0.791569086651054,0.8369230769230769,0.44444444444444453,0.5897435897435899,0.6656700494405413,0.4988019238586347,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.8011204481792717,0.8394366197183099,0.0,0.0,0.4101392669743954,0.43082217016723817,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.6827586206896551,0.585635359116022,0.08163265306122448,0.0,0.33750665821672543,0.42443852080912053,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.6209850107066381,0.4761904761904762,0.523076923076923,0.17543859649122806,0.44892275161631634,0.5173549758133446,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.21739130434782608,0.6666666666666667,0.7058823529411765,0.5,0.5224850809889173,0.5450360023438072,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8339768339768341,0.8308823529411764,0.5517241379310346,0.5789473684210527,0.6988826733175244,0.513162453746688,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.16289592760180996,0.6510791366906474,0.48484848484848486,0.15384615384615383,0.36316742574677396,0.5460696751434632,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8646616541353382,0.8081494057724957,0.26666666666666666,0.0,0.48486943164362517,0.4106454863831665,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.5714285714285715,0.8,0.30769230769230765,0.25,0.4822802197802198,0.5245498532849,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 5}"
10_15_8,0.8330605564648118,0.8695652173913043,0.4,0.4533333333333333,0.6389897767973624,0.4898886612840581,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.8401191658391262,0.8574317492416581,0.34545454545454546,0.3636363636363636,0.6016604560429234,0.5142166393859928,"{'metric': 'minkowski', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.7060270602706028,0.5750528541226215,0.3443708609271523,0.3973509933774835,0.5057004421744651,0.5246076514333122,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.6863117870722435,0.7682008368200837,0.5086705202312138,0.25925925925925924,0.5556106008457,0.5066691592683604,"{'metric': 'minkowski', 'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.09813874788494076,0.6596491228070176,0.4786324786324786,0.4807692307692308,0.4292973950234169,0.5720439057772339,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.8906666666666667,0.8597640891218873,0.34615384615384615,0.4175824175824176,0.6285417548812045,0.5443814847849759,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.315946348733234,0.6712672521957341,0.28125,0.13559322033898305,0.3510142053169878,0.5791711604732637,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.8875816993464053,0.8413878562577447,0.32748538011695905,0.22556390977443608,0.5705047113738863,0.5357192864690042,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.5128205128205129,0.7952380952380952,0.47058823529411764,0.4000000000000001,0.5446617108381814,0.550418318876517,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}"
50_50_13,0.8685612788632328,0.8667719852553974,0.2571428571428572,0.5116279069767442,0.6260260070595579,0.4290346784116437,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.8091286307053942,0.7725225225225226,0.5882352941176471,0.43537414965986393,0.651315149251357,0.5616629422356958,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.7113924050632912,0.5529157667386609,0.21705426356589147,0.19672131147540983,0.4195209367108133,0.5047822498643296,"{'metric': 'euclidean', 'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.7065120428189117,0.6401673640167365,0.5945945945945946,0.3777777777777778,0.5797629448020052,0.573785144556132,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.01509433962264151,0.6515513126491647,0.4854368932038835,0.3291139240506329,0.3702991173815806,0.5289791358842071,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.9314285714285715,0.8955223880597014,0.449438202247191,0.6666666666666665,0.7357639571005327,0.4652614165619867,"{'metric': 'minkowski', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 5}",0.06581352833638027,0.6367771280051981,0.275,0.1276595744680851,0.2763125577024159,0.6245585446350349,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}",0.9043358568479009,0.8425145819831497,0.380952380952381,0.10084033613445377,0.5571607889794713,0.43823195468102805,"{'metric': 'euclidean', 'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.5165562913907286,0.7896103896103897,0.5142857142857143,0.4,0.5551130988217081,0.5800316283978632,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 5}"
50_50_25,0.8626560726447219,0.8916313150790589,0.5806451612903226,0.6886446886446886,0.7558943094146979,0.5436791508727173,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.8151260504201681,0.7878326996197719,0.5212765957446809,0.3645320197044335,0.6221918413722636,0.584787488880824,"{'metric': 'chebyshev', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.7098976109215017,0.5823863636363635,0.20833333333333331,0.1923076923076923,0.42323125004972273,0.499292242196151,"{'metric': 'minkowski', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.6976190476190477,0.6475122634898388,0.5514705882352943,0.3063829787234042,0.5507462195168963,0.5673937719927773,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.07220216606498195,0.6596726814939152,0.6107784431137725,0.4768211920529801,0.4548686206814125,0.6116751917661094,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.8941398865784499,0.8739172281039461,0.5294117647058824,0.6289308176100629,0.7315999242495853,0.5680841879978284,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 5}",0.06513872135102533,0.6334362593736215,0.3666666666666667,0.16923076923076924,0.3086181041555207,0.6206739041346052,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 5}",0.9070631970260222,0.853309481216458,0.4351464435146444,0.1890547263681592,0.5961434620313208,0.45551644270484415,"{'metric': 'minkowski', 'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.5991561181434599,0.8228980322003577,0.4905660377358491,0.4489795918367347,0.5903999449791003,0.5843848235724147,"{'metric': 'chebyshev', 'weights': 'uniform', 'algorithm': 'brute', 'n_neighbors': 5}"
