{'params':{'epochs':100,'batches':32,'dropout':0.5,'neurons':150,'sampling_rate':50,'window_size':1,'window_overlap':75}}
k,group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8
0.7780049163917333, 0.7407961948482509, 0.33234433468679037, 0.5135050376949816, 0.15986331732545253, 0.8288569831366656, 0.307220661228845, 0.6138957762341468, 0.1816632583503749
